customer_id,is_existing_customer,relationship_years,monthly_income,employment_type,years_in_job,existing_emi,monthly_expenses,credit_score,previous_default,number_of_past_loans,late_payments_count,loan_amount,loan_tenure_months,loan_type,dti_ratio,loan_status,loan_result
C1721,0,4,156280,Salaried,18,45137,77838,320,0,2,9,2503080,36,Auto,0.7337279242385462,1,Can't Pay
C1722,0,0,124034,Self-employed,1,24917,26876,405,0,3,1,2140942,36,Auto,0.6803587009296734,1,Can't Pay
C1723,1,12,195564,Self-employed,3,25937,65650,499,1,5,6,822725,120,Auto,0.1676844494215022,1,Can't Pay
C1724,1,0,35951,Salaried,10,31538,7302,651,0,1,8,309227,180,Personal,0.9250348468131004,0,Can Pay
C1725,1,9,194992,Salaried,2,6721,24017,580,0,4,7,825626,24,Personal,0.2108911305762971,0,Can Pay
C1726,0,14,61766,Salaried,8,20575,47311,581,0,4,1,1293318,24,Auto,1.2055702166240327,1,Can't Pay
C1727,1,10,72014,Self-employed,9,7312,5361,838,0,3,2,87299,60,Personal,0.1217399857435128,0,Can Pay
C1728,0,10,174423,Salaried,1,47680,43261,544,0,3,7,936473,48,Auto,0.3852121232100507,1,Can't Pay
C1729,0,13,195458,Salaried,6,4616,22171,728,0,5,3,351931,48,Home,0.0611276889834815,0,Can Pay
C1730,0,6,102122,Business,14,33763,46226,337,0,0,5,858876,180,Auto,0.3773382163817134,0,Can Pay
C1731,1,11,24308,Salaried,18,33124,34327,718,0,3,1,238571,60,Home,1.5262540453074434,0,Can Pay
C1732,1,5,74252,Salaried,9,24761,75628,601,0,4,0,2126041,36,Auto,1.128827431509514,0,Can Pay
C1733,1,1,98211,Self-employed,19,1693,69223,370,1,0,5,624401,180,Personal,0.052559229052188,1,Can't Pay
C1734,0,13,174136,Self-employed,13,2590,75052,824,0,3,7,1915976,48,Auto,0.2440975253058911,0,Can Pay
C1735,1,10,199951,Self-employed,3,30870,68624,473,0,3,4,231168,12,Personal,0.250731429200154,0,Can Pay
C1736,0,11,141534,Salaried,10,9534,19530,389,0,4,0,336302,36,Personal,0.1333652848235916,0,Can Pay
C1737,1,1,23720,Salaried,2,7921,14310,667,1,0,9,550990,180,Home,0.4629871650740116,0,Can Pay
C1738,0,10,141204,Self-employed,16,1691,39281,506,0,1,1,534713,36,Home,0.1171648033263143,0,Can Pay
C1739,0,6,189012,Salaried,6,42042,64270,361,0,1,2,1389350,24,Home,0.5287049675858323,1,Can't Pay
C1740,0,0,94993,Self-employed,10,2904,51104,618,0,5,1,2151071,120,Personal,0.2192750167556205,0,Can Pay
C1741,0,12,62113,Business,17,44155,26735,359,1,0,8,993816,180,Home,0.7997713844122808,1,Can't Pay
C1742,1,1,63926,Business,13,44377,77285,404,0,3,9,1792762,60,Auto,1.1615988278113236,1,Can't Pay
C1743,1,11,184275,Salaried,13,39705,12005,538,0,3,1,1506773,120,Home,0.2836057070501515,0,Can Pay
C1744,0,7,151464,Salaried,5,30956,62564,761,0,0,2,109768,120,Personal,0.2104178770753006,0,Can Pay
C1745,1,5,40905,Salaried,8,18764,56496,426,1,1,8,1602536,36,Home,1.546971981148732,1,Can't Pay
C1746,0,14,65385,Self-employed,2,8208,34898,382,0,5,2,2260031,24,Auto,1.5657407407407409,1,Can't Pay
C1747,1,13,45653,Salaried,16,15783,26708,519,1,2,7,2627847,12,Auto,5.142493373929424,1,Can't Pay
C1748,1,1,106865,Salaried,11,8515,50024,707,0,4,7,2379178,12,Personal,1.934963115457197,0,Can Pay
C1749,1,6,140813,Salaried,3,2070,19412,729,0,0,2,2183174,48,Personal,0.3377017155139558,0,Can Pay
C1750,0,3,160871,Salaried,19,17314,59821,812,0,5,9,146565,60,Personal,0.1228111343871797,0,Can Pay
C1751,1,1,30052,Salaried,15,45514,34378,378,0,2,9,1974555,60,Personal,2.6095850525755355,1,Can't Pay
C1752,1,11,152116,Salaried,9,13771,36309,364,0,4,2,2798846,24,Personal,0.8571720485243717,1,Can't Pay
C1753,0,5,165943,Self-employed,6,31240,7435,482,1,2,7,877891,48,Home,0.298472341908567,1,Can't Pay
C1754,0,10,166306,Salaried,9,45612,8386,365,0,2,2,513144,120,Home,0.29997835315623,0,Can Pay
C1755,1,14,36381,Salaried,6,17828,75976,507,0,4,3,2965689,60,Personal,1.8486613891866632,1,Can't Pay
C1756,1,8,163346,Self-employed,17,44996,50503,353,0,2,4,1406858,48,Personal,0.4548966100588117,0,Can Pay
C1757,1,10,98108,Self-employed,8,24978,76972,520,0,1,6,549239,24,Personal,0.4878598924994223,0,Can Pay
C1758,1,8,64892,Salaried,17,20936,77939,535,0,5,0,2060668,48,Personal,0.9841981035155848,1,Can't Pay
C1759,1,13,196593,Salaried,16,26082,48464,737,0,0,7,1172830,180,Auto,0.1658132396485237,0,Can Pay
C1760,0,7,106501,Self-employed,10,17905,73475,402,0,5,2,2968160,36,Personal,0.9422811888046956,1,Can't Pay
C1761,0,14,98391,Salaried,0,3098,32277,735,0,1,6,1796106,36,Home,0.5385638252821228,1,Can't Pay
C1762,0,2,32920,Salaried,16,27020,59012,720,0,1,9,2273979,36,Personal,2.739552956662617,0,Can Pay
C1763,1,2,31702,Salaried,3,18952,8138,407,0,4,2,726138,36,Home,1.23407040565264,1,Can't Pay
C1764,0,1,16894,Salaried,3,10985,54327,823,0,4,8,873868,12,Home,4.9607750286097625,0,Can Pay
C1765,1,4,45985,Salaried,13,8283,73698,742,0,4,9,295676,120,Personal,0.2337059185966438,0,Can Pay
C1766,1,13,174359,Business,8,46323,7752,805,0,2,4,2169416,12,Home,1.3025290731574892,0,Can Pay
C1767,1,11,140702,Self-employed,12,37708,30765,703,0,2,2,493043,60,Personal,0.3264017805953954,0,Can Pay
C1768,0,13,88527,Salaried,15,4762,5837,642,0,0,2,2813742,12,Personal,2.702458007161657,0,Can Pay
C1769,1,3,161511,Salaried,0,34521,61997,626,0,2,3,1342791,120,Home,0.2830205063432212,0,Can Pay
C1770,0,6,143676,Self-employed,2,5054,40501,513,0,0,4,2518077,180,Home,0.1325434774539009,0,Can Pay
C1771,1,3,57235,Salaried,18,13276,49770,621,1,1,4,1910635,48,Home,0.927420211991497,1,Can't Pay
C1772,0,8,173731,Salaried,7,5781,73189,377,0,0,7,1863610,48,Personal,0.2567544556431111,0,Can Pay
C1773,0,11,39976,Self-employed,17,16471,65594,354,0,0,9,1587403,12,Personal,3.7210972416783408,1,Can't Pay
C1774,1,11,97643,Business,5,18025,42448,370,0,4,5,461731,48,Personal,0.2831170266515094,0,Can Pay
C1775,0,1,122631,Salaried,19,35730,42959,367,0,2,4,1713473,120,Personal,0.407800162003626,0,Can Pay
C1776,0,10,71697,Self-employed,5,5413,54525,479,0,3,1,981988,60,Personal,0.3037709620579197,0,Can Pay
C1777,1,13,85382,Salaried,4,7420,39029,679,0,3,4,447082,24,Home,0.3050808913666424,0,Can Pay
C1778,1,5,31651,Salaried,11,41510,78169,749,0,4,6,1754786,12,Home,5.93163459816962,0,Can Pay
C1779,1,14,195116,Salaried,8,43406,13312,560,0,5,2,2566002,36,Auto,0.5877725728968066,1,Can't Pay
C1780,1,6,29633,Self-employed,8,39678,43300,746,0,5,6,2324223,48,Home,2.9730136165761145,0,Can Pay
C1781,1,3,94164,Self-employed,16,26527,59994,430,0,5,0,2706352,48,Personal,0.8804780312362829,1,Can't Pay
C1782,0,12,15569,Self-employed,18,43250,7884,533,0,1,5,2153702,24,Personal,8.541819213394136,1,Can't Pay
C1783,0,5,82509,Salaried,16,12029,25522,453,0,1,0,469573,60,Personal,0.240643040961188,0,Can Pay
C1784,0,6,138425,Salaried,15,41583,10623,629,1,1,6,2307821,180,Personal,0.3930231372785102,0,Can Pay
C1785,1,3,116126,Salaried,11,36525,16460,352,0,0,5,664803,48,Home,0.433796587327558,0,Can Pay
C1786,1,14,142522,Salaried,2,37564,15234,767,0,2,9,865877,36,Auto,0.4323272118612487,0,Can Pay
C1787,0,7,48038,Salaried,13,36060,68578,712,0,1,0,2021422,24,Home,2.5039742842471933,0,Can Pay
C1788,0,8,195160,Business,16,3832,51905,313,0,3,8,386274,180,Personal,0.0306311061009769,0,Can Pay
C1789,1,0,53138,Self-employed,15,2611,34420,795,0,0,4,2112786,48,Auto,0.8774770409123415,0,Can Pay
C1790,0,6,174829,Salaried,11,8353,40813,816,0,1,6,414105,120,Personal,0.0675166877348723,0,Can Pay
C1791,1,8,125740,Salaried,1,43042,5382,667,0,1,0,1337945,120,Auto,0.4309809262499337,0,Can Pay
C1792,1,14,126174,Salaried,7,27589,43353,838,0,5,7,2114567,36,Auto,0.6841898665511296,0,Can Pay
C1793,1,11,64272,Self-employed,11,40996,14369,751,1,5,7,1061255,180,Personal,0.7295845953309545,1,Can't Pay
C1794,0,9,152980,Self-employed,15,25421,39985,840,1,2,8,2668936,120,Personal,0.3115579378568004,0,Can Pay
C1795,1,4,156916,Self-employed,7,11068,47255,814,0,2,1,852177,48,Auto,0.1836758998445028,0,Can Pay
C1796,1,11,66455,Salaried,15,3346,63261,780,0,0,5,938892,36,Home,0.4428008928347503,0,Can Pay
C1797,1,1,83447,Salaried,9,36822,66590,713,0,3,9,2402812,120,Personal,0.6812160213468829,0,Can Pay
C1798,1,9,92108,Business,19,48760,50486,527,0,4,4,120621,180,Home,0.5366538918081672,1,Can't Pay
C1799,1,5,189138,Business,14,4200,52883,436,1,5,5,1495485,24,Home,0.351657916441963,1,Can't Pay
C1800,1,11,186076,Salaried,3,47259,60318,539,0,3,4,2009835,180,Personal,0.3139832649025129,0,Can Pay
C1801,0,11,53333,Salaried,14,8527,56566,771,0,5,0,1307617,180,Personal,0.2960932047491963,0,Can Pay
C1802,1,6,136219,Salaried,3,47013,5650,817,0,2,1,1911133,60,Personal,0.5789590047399165,0,Can Pay
C1803,1,1,98029,Business,10,10535,45937,760,0,2,2,193542,12,Personal,0.2719960419875751,0,Can Pay
C1804,0,1,54697,Self-employed,5,17944,26299,604,0,4,6,1199671,120,Personal,0.5108371269600405,0,Can Pay
C1805,1,9,32634,Self-employed,3,40290,31862,480,1,3,9,1230643,12,Personal,4.377139894997037,1,Can't Pay
C1806,1,14,140520,Salaried,8,45941,21312,329,0,3,8,2018936,60,Personal,0.5663957680994401,1,Can't Pay
C1807,1,13,39561,Salaried,8,4164,15943,339,0,4,1,1423843,48,Personal,0.8550692811944423,1,Can't Pay
C1808,0,11,164105,Salaried,2,30022,73734,486,0,2,9,1007345,24,Auto,0.4387112417862548,0,Can Pay
C1809,0,9,70063,Business,4,12438,22325,618,0,0,0,1891187,36,Home,0.927322156091264,0,Can Pay
C1810,1,0,40921,Salaried,14,23104,79268,526,0,3,0,2305636,180,Personal,0.8776200212333248,1,Can't Pay
C1811,1,3,34340,Self-employed,8,4852,76341,623,0,1,3,1752967,24,Home,2.2682670840613475,0,Can Pay
C1812,0,6,77781,Salaried,1,6713,57879,342,1,3,8,1648504,60,Personal,0.4395426475188885,1,Can't Pay
C1813,1,13,29901,Business,2,3183,71738,577,0,3,3,1387726,48,Auto,1.0733406352072952,1,Can't Pay
C1814,1,8,25638,Self-employed,11,31354,69010,618,1,3,2,1713144,48,Home,2.6150440752008737,1,Can't Pay
C1815,1,14,184668,Salaried,15,8032,8006,473,0,2,9,2245626,180,Personal,0.1110517252583013,0,Can Pay
C1816,1,2,59324,Business,4,14275,66876,340,1,1,7,1479097,60,Auto,0.6561697907536017,1,Can't Pay
C1817,0,11,103356,Salaried,9,18793,68228,708,0,3,8,261541,24,Home,0.2872648096546564,0,Can Pay
C1818,0,10,47642,Salaried,14,37066,57056,622,0,0,4,561466,12,Personal,1.7601031302911998,0,Can Pay
C1819,0,6,40378,Salaried,13,18918,13505,479,1,5,1,657525,24,Auto,1.147032418643816,1,Can't Pay
C1820,1,6,65867,Business,13,5599,25498,458,0,5,3,2007521,120,Auto,0.3389913259548281,0,Can Pay
C1821,0,6,88686,Business,12,32771,21505,336,1,1,9,2508887,48,Auto,0.958882790594532,1,Can't Pay
C1822,0,1,57875,Salaried,15,13440,67518,705,0,4,7,2010182,48,Personal,0.9558322534197264,0,Can Pay
C1823,0,5,133171,Self-employed,7,11289,11603,838,1,0,1,514833,180,Auto,0.1062482322227311,0,Can Pay
C1824,1,1,115061,Self-employed,7,43808,29744,675,0,4,8,2847715,120,Home,0.5869839331600919,0,Can Pay
C1825,1,5,79377,Self-employed,16,46032,74218,555,0,3,4,578324,180,Home,0.620392697016908,1,Can't Pay
C1826,0,12,69691,Salaried,16,49178,18460,577,0,2,6,2976813,120,Personal,1.06161161412521,1,Can't Pay
C1827,0,9,64063,Salaried,2,5161,58273,548,0,3,4,2057697,180,Personal,0.2590051980082107,0,Can Pay
C1828,1,2,106782,Self-employed,0,964,33544,316,1,3,2,1840059,60,Personal,0.2962264239291266,1,Can't Pay
C1829,0,13,93343,Salaried,16,15942,11864,667,0,4,1,828171,24,Personal,0.5404703619982216,0,Can Pay
C1830,0,1,98071,Salaried,15,49223,33593,424,1,3,2,645158,12,Personal,1.0501184515979918,1,Can't Pay
C1831,0,11,151564,Self-employed,16,38369,49657,611,0,0,1,2368068,24,Personal,0.9041625979784118,0,Can Pay
C1832,0,14,136399,Salaried,1,14184,6729,511,1,2,1,82681,120,Auto,0.1090404499544229,1,Can't Pay
C1833,0,13,46357,Business,13,2947,49515,771,0,4,1,1500559,48,Home,0.7379391641679429,0,Can Pay
C1834,0,5,47314,Salaried,6,43275,59281,714,0,1,1,841913,24,Home,1.656057579856561,0,Can Pay
C1835,0,1,194769,Business,18,44857,39936,799,0,5,7,483638,48,Home,0.2820407337238814,0,Can Pay
C1836,1,4,85283,Salaried,0,6238,17413,480,1,3,4,119184,48,Home,0.1022595358981274,1,Can't Pay
C1837,0,1,74567,Salaried,16,13156,52652,688,0,5,8,2899659,36,Personal,1.25661597400101,0,Can Pay
C1838,1,2,62006,Salaried,9,2411,34764,486,0,4,4,265733,180,Home,0.0626922305009909,0,Can Pay
C1839,1,2,156758,Self-employed,5,15674,68784,767,0,5,0,728896,12,Home,0.4874732602695451,0,Can Pay
C1840,0,5,183521,Self-employed,6,8308,50741,756,0,3,7,2406574,60,Personal,0.2638257565437561,0,Can Pay
C1841,1,5,76606,Salaried,5,43171,78204,433,1,3,2,1637622,120,Personal,0.741689293266846,1,Can't Pay
C1842,0,9,33891,Salaried,4,2924,64773,474,0,4,9,2218199,12,Personal,5.540524524701739,1,Can't Pay
C1843,1,2,198187,Self-employed,1,35605,79432,560,0,0,9,1206930,24,Home,0.4333974983222916,1,Can't Pay
C1844,0,2,116732,Salaried,17,576,24283,616,1,1,1,864702,120,Personal,0.0666642394544769,0,Can Pay
C1845,0,12,182795,Self-employed,16,14641,30282,568,0,3,5,957339,120,Home,0.1237387510599305,0,Can Pay
C1846,0,11,44877,Salaried,6,8963,69560,769,0,0,3,920649,36,Personal,0.7695831569252252,0,Can Pay
C1847,1,12,29026,Self-employed,18,24291,78210,523,0,3,3,2135104,48,Home,2.3693355382530608,1,Can't Pay
C1848,1,0,35422,Self-employed,6,41159,57984,551,1,3,8,1794097,12,Auto,5.382730600568386,1,Can't Pay
C1849,1,6,155316,Business,6,32728,23392,363,0,0,9,2567808,48,Auto,0.5551520770558088,1,Can't Pay
C1850,0,12,48481,Self-employed,15,41139,9721,763,0,3,7,1667368,48,Home,1.5650632893985963,0,Can Pay
C1851,1,7,104180,Salaried,11,18789,34197,423,0,1,2,1976819,36,Personal,0.7074355815788913,1,Can't Pay
C1852,0,1,124384,Salaried,14,39651,31173,537,0,5,8,1249366,120,Home,0.4024825004287797,0,Can Pay
C1853,1,3,73031,Self-employed,14,27899,6066,374,0,4,0,2292900,120,Home,0.6436513261491695,1,Can't Pay
C1854,0,9,154593,Salaried,10,15658,64418,741,0,5,6,2958824,180,Home,0.2076155525225017,0,Can Pay
C1855,0,6,147818,Business,1,38907,72454,799,0,0,6,411912,12,Auto,0.495426808643061,0,Can Pay
C1856,0,7,98127,Self-employed,2,14184,79993,821,0,5,1,456053,36,Personal,0.2736467933279208,0,Can Pay
C1857,0,0,107254,Salaried,18,31747,19282,567,1,2,6,1436532,180,Home,0.3704079412733636,1,Can't Pay
C1858,1,3,83232,Salaried,19,12965,29815,786,0,3,6,1397193,48,Personal,0.5054929294021531,0,Can Pay
C1859,0,5,158084,Salaried,14,10493,27594,349,0,4,8,2947679,12,Personal,1.6202330195760903,1,Can't Pay
C1860,1,2,95224,Salaried,15,26178,77984,358,0,1,5,777808,120,Home,0.3429779607381892,0,Can Pay
C1861,0,4,169529,Salaried,0,33887,61511,753,0,1,9,2865150,48,Personal,0.5519859434079125,1,Can't Pay
C1862,1,9,44960,Salaried,14,2214,71678,371,0,2,9,50435,48,Home,0.0726140828884934,0,Can Pay
C1863,0,8,102695,Salaried,11,8000,71951,489,1,5,8,617588,12,Home,0.5790512358602333,1,Can't Pay
C1864,0,10,145066,Salaried,6,8065,11374,455,1,1,2,2556381,60,Home,0.3492985951222202,1,Can't Pay
C1865,1,12,153982,Salaried,6,42871,31974,384,0,5,7,1706481,36,Auto,0.5862584587808964,1,Can't Pay
C1866,0,2,17693,Salaried,10,1085,74178,368,0,4,3,2958062,24,Home,7.027501460087794,1,Can't Pay
C1867,0,4,130313,Salaried,19,49325,36914,684,0,2,0,1040162,120,Auto,0.4450286361810922,0,Can Pay
C1868,1,7,161930,Self-employed,10,46332,55014,672,0,5,6,1897211,48,Home,0.53021200004117,0,Can Pay
C1869,1,5,43810,Salaried,16,3532,66379,354,0,0,2,911206,120,Home,0.2539462071064445,0,Can Pay
C1870,0,3,35092,Salaried,2,17622,14347,384,0,5,3,1944749,36,Personal,2.041570886685158,1,Can't Pay
C1871,0,7,194772,Self-employed,15,4834,64015,616,0,5,2,687776,36,Home,0.1229072396899394,0,Can Pay
C1872,1,10,73105,Business,4,20197,71864,463,1,2,5,1484689,12,Home,1.9686900120830768,1,Can't Pay
C1873,0,2,176577,Salaried,1,12008,55181,551,0,0,9,2967770,12,Home,1.4686067079328942,1,Can't Pay
C1874,0,2,43555,Salaried,6,12962,23760,451,0,1,0,589056,180,Home,0.372736386943711,0,Can Pay
C1875,0,3,86934,Salaried,9,47229,8140,635,1,4,9,2647433,12,Auto,3.081054784855944,1,Can't Pay
C1876,1,8,87788,Salaried,4,47356,79266,667,0,5,6,1322914,36,Personal,0.9580308369151946,0,Can Pay
C1877,1,4,92257,Business,14,8012,67176,399,0,3,9,1564971,12,Home,1.5004417009007447,1,Can't Pay
C1878,0,7,32939,Self-employed,11,20166,19057,419,0,2,7,913666,24,Home,1.7679776759059675,1,Can't Pay
C1879,0,5,157897,Self-employed,9,18628,74093,684,0,1,2,624080,36,Personal,0.2277659205403241,0,Can Pay
C1880,0,2,170223,Salaried,16,9849,34114,602,0,5,8,1437652,12,Auto,0.7616675380726067,0,Can Pay
C1881,1,14,143068,Self-employed,19,41372,61215,448,0,4,1,357314,180,Home,0.3030522393391798,0,Can Pay
C1882,0,7,15036,Salaried,19,13767,23580,500,0,3,9,556492,48,Personal,1.686657577369868,1,Can't Pay
C1883,0,11,108948,Salaried,10,15111,14802,302,0,2,9,2045853,36,Personal,0.6603173073392812,1,Can't Pay
C1884,1,8,98707,Salaried,7,39989,74543,699,0,4,8,2776162,60,Home,0.8738829735142054,0,Can Pay
C1885,0,7,54051,Salaried,14,40582,9675,367,0,1,4,1432743,60,Personal,1.1925968067195798,1,Can't Pay
C1886,1,12,95738,Salaried,1,44370,19058,453,0,5,5,120311,36,Personal,0.4983598176504859,1,Can't Pay
C1887,0,3,88596,Self-employed,16,45052,54001,793,0,5,1,1886993,36,Personal,1.100145291234618,0,Can Pay
C1888,0,13,75071,Salaried,5,48278,42519,481,0,5,4,1093038,60,Auto,0.885765475350002,1,Can't Pay
C1889,0,13,145613,Salaried,12,33891,76755,824,0,2,5,1300000,48,Home,0.4187423741927804,0,Can Pay
C1890,1,12,88601,Salaried,7,45289,20445,488,0,5,4,127759,48,Personal,0.5411975692524162,1,Can't Pay
C1891,1,10,44873,Salaried,10,21565,78954,319,0,2,3,2231101,48,Auto,1.5164190233176598,1,Can't Pay
C1892,1,5,182720,Self-employed,14,35011,33695,582,0,5,7,1089504,24,Auto,0.440055823117338,0,Can Pay
C1893,0,0,86468,Self-employed,12,2589,56227,309,1,0,1,712565,120,Home,0.0986149982267043,1,Can't Pay
C1894,1,3,41470,Self-employed,17,42738,35185,830,0,5,0,2041129,120,Personal,1.4407380837553252,0,Can Pay
C1895,0,7,23328,Salaried,17,47398,50908,602,0,0,1,895863,180,Home,2.245156750114312,0,Can Pay
C1896,0,0,152405,Self-employed,16,44482,48631,540,0,2,3,789751,24,Personal,0.5077805299476176,1,Can't Pay
C1897,1,2,136173,Business,12,9749,52993,451,0,4,0,786454,180,Home,0.103678327487012,0,Can Pay
C1898,0,0,61638,Salaried,2,22683,7078,636,0,1,8,106183,48,Personal,0.4038928231502212,0,Can Pay
C1899,0,8,26268,Salaried,6,4501,28778,487,1,3,0,809639,60,Home,0.685053423684077,1,Can't Pay
C1900,0,1,128920,Business,11,23423,28397,763,0,0,4,2492461,24,Personal,0.9872443505016032,0,Can Pay
C1901,0,8,125379,Salaried,3,19157,73857,476,1,1,7,2154921,12,Home,1.5850640856921814,1,Can't Pay
C1902,0,12,163117,Salaried,10,19169,17337,476,0,5,8,2994674,120,Personal,0.2705090006968413,0,Can Pay
C1903,1,3,186813,Salaried,13,23324,11011,714,0,2,8,2796817,24,Home,0.748652618750658,0,Can Pay
C1904,0,1,188842,Salaried,17,1706,44855,609,0,1,7,194811,60,Home,0.0262274811747386,0,Can Pay
C1905,1,3,22887,Salaried,6,28219,51845,301,0,1,5,1202899,60,Personal,2.1089403008986176,1,Can't Pay
C1906,1,11,39918,Salaried,4,41334,25046,616,0,5,5,465167,36,Home,1.3591689352060612,0,Can Pay
C1907,0,10,50497,Self-employed,15,1612,11618,808,0,1,8,1177044,60,Personal,0.4204091332158346,0,Can Pay
C1908,0,10,108562,Salaried,10,16838,77435,667,0,2,1,279697,180,Home,0.1694135353274831,0,Can Pay
C1909,0,9,26929,Self-employed,2,37065,36322,525,0,0,2,1884778,48,Personal,2.8345355688415217,1,Can't Pay
C1910,1,5,117201,Salaried,15,30427,38797,779,0,3,5,2855559,180,Home,0.3949728813462911,0,Can Pay
C1911,0,14,131566,Business,10,15546,20128,362,0,4,7,2189180,60,Personal,0.3954846490227972,0,Can Pay
C1912,1,10,43546,Business,9,48735,38179,579,0,0,6,2858827,24,Personal,3.8546087279352106,1,Can't Pay
C1913,0,6,183410,Self-employed,1,9045,72517,313,1,3,7,1216596,24,Personal,0.325699253039638,1,Can't Pay
C1914,1,2,180355,Business,15,25299,39073,327,1,2,4,2067899,24,Auto,0.6180114681230536,1,Can't Pay
C1915,0,2,97494,Self-employed,16,1391,42363,441,0,3,8,2714494,60,Home,0.4783121696377896,0,Can Pay
C1916,0,11,61566,Business,9,43347,16697,772,0,2,5,2419199,48,Auto,1.5227070000757992,0,Can Pay
C1917,1,9,100464,Salaried,17,41221,20422,823,0,3,9,1142216,120,Auto,0.5050512289642725,0,Can Pay
C1918,1,11,143279,Salaried,11,40776,43380,483,0,0,1,566936,48,Auto,0.3670263378908749,0,Can Pay
C1919,0,7,96991,Self-employed,7,32667,65857,616,0,5,5,2942078,36,Home,1.1794020980182582,0,Can Pay
C1920,1,4,107680,Salaried,2,15948,72573,660,0,5,3,2052109,12,Personal,1.7362284856364538,0,Can Pay
C1921,0,3,43013,Self-employed,19,25118,26259,744,1,5,4,2226922,48,Auto,1.6625719743643397,1,Can't Pay
C1922,1,6,67132,Business,2,38193,77622,595,0,2,4,1029715,180,Personal,0.6541386952405542,1,Can't Pay
C1923,1,6,174156,Salaried,5,14157,6149,703,0,1,0,1873703,120,Home,0.1709455411623295,0,Can Pay
C1924,0,12,122855,Self-employed,1,17021,27792,562,0,5,9,1338768,120,Auto,0.2293549306092548,1,Can't Pay
C1925,0,8,167215,Salaried,2,8356,21390,676,0,2,4,2520751,24,Personal,0.6780928246070429,0,Can Pay
C1926,0,8,106627,Salaried,16,35573,39204,367,0,2,9,1754271,36,Personal,0.7906322976356833,1,Can't Pay
C1927,1,4,137772,Salaried,8,48215,41018,770,0,3,8,1706662,120,Personal,0.4531921096691151,0,Can Pay
C1928,1,12,160251,Salaried,3,1223,26471,346,0,2,7,1519659,48,Auto,0.2051941173534018,0,Can Pay
C1929,0,11,156294,Salaried,1,36110,19263,357,0,3,7,84620,48,Auto,0.2423184297968358,1,Can't Pay
C1930,0,12,79068,Salaried,8,24626,65309,323,0,0,2,2676195,180,Home,0.4994909445034654,0,Can Pay
C1931,1,7,170021,Salaried,13,49640,57451,589,0,2,8,1592096,12,Auto,1.072306754263689,1,Can't Pay
C1932,1,9,31116,Self-employed,10,30917,75379,743,0,1,8,2520499,12,Personal,7.743880425933068,0,Can Pay
C1933,1,0,197124,Self-employed,1,21526,16559,702,0,1,9,2840518,12,Personal,1.3100172142069628,1,Can't Pay
C1934,0,8,66369,Salaried,1,8856,68728,323,1,0,6,1106364,48,Personal,0.4807251879642604,1,Can't Pay
C1935,0,7,194889,Salaried,4,38829,9952,363,0,5,5,997079,120,Personal,0.2418709709971659,0,Can Pay
C1936,0,5,118100,Business,6,13532,66726,538,0,1,8,396193,180,Personal,0.1332182237275378,0,Can Pay
C1937,1,12,44655,Self-employed,3,20745,45610,582,1,3,5,2166061,48,Personal,1.475115235322659,1,Can't Pay
C1938,0,2,62632,Salaried,13,20336,7153,741,0,2,2,1444986,24,Home,1.2859840017882234,0,Can Pay
C1939,1,2,160265,Salaried,1,30796,13019,599,0,4,5,2672189,60,Personal,0.4700495013467278,1,Can't Pay
C1940,0,7,176848,Self-employed,11,27167,42929,392,0,2,1,1376769,12,Personal,0.8023712453632498,1,Can't Pay
C1941,1,4,189297,Self-employed,9,880,22028,674,0,2,1,704033,24,Auto,0.1596153575245953,0,Can Pay
C1942,1,9,194884,Salaried,0,16818,39620,609,0,4,6,550015,24,Personal,0.2038920161053071,0,Can Pay
C1943,1,10,33895,Salaried,18,38892,53474,466,0,5,7,2412211,120,Personal,1.7404855681762306,1,Can't Pay
C1944,0,13,167281,Salaried,15,24488,15623,306,0,1,6,540258,36,Personal,0.2361007326992704,0,Can Pay
C1945,0,6,38086,Self-employed,14,37952,8809,342,1,1,4,2994993,24,Auto,4.27304980832852,1,Can't Pay
C1946,0,4,100637,Salaried,13,18368,56046,639,1,2,3,790624,12,Home,0.8372003669955715,1,Can't Pay
C1947,1,7,173279,Salaried,8,29028,67496,452,1,1,7,1499371,60,Home,0.3117372368646325,1,Can't Pay
C1948,1,9,122334,Salaried,14,13223,36739,342,1,3,8,1237875,180,Personal,0.1643049629157334,1,Can't Pay
C1949,1,9,166969,Business,6,31395,58452,500,0,3,6,1701109,24,Personal,0.6125361094973718,1,Can't Pay
C1950,1,3,78083,Self-employed,3,30261,78324,847,0,4,0,1249581,180,Personal,0.4764560360983398,0,Can Pay
C1951,1,1,110028,Self-employed,17,9984,11977,525,0,2,3,792901,48,Personal,0.2408729671841107,0,Can Pay
C1952,0,2,81957,Self-employed,7,2798,39838,820,0,5,3,945313,48,Home,0.2744368489980518,0,Can Pay
C1953,1,7,112551,Salaried,11,7603,73192,638,0,3,9,630165,24,Auto,0.3008402857371325,0,Can Pay
C1954,0,14,93506,Business,14,46051,9134,634,0,0,2,1095107,12,Personal,1.468461025673932,0,Can Pay
C1955,0,10,153355,Salaried,14,11704,58420,480,1,1,3,443296,120,Home,0.1004084205492702,1,Can't Pay
C1956,1,12,109024,Self-employed,16,46088,34431,832,0,5,8,878894,120,Personal,0.4899115485275414,0,Can Pay
C1957,0,6,96481,Salaried,1,34261,74020,571,0,2,0,1186001,60,Personal,0.5599826217942738,1,Can't Pay
